fid,hydroid,river,longitude,latitude,DPTO_CNMBR,NOM_AH,NOM_ZH,NOM_SZH,NOMBRE_MPI
"4862","9008280",,"-75.54642415","5.795905057",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,ABEJORRAL
"4691","9007827",,"-75.46577366","5.940937729",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,ABEJORRAL
"4740","9007954",,"-75.48170406","5.902392775",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,ABEJORRAL
"4777","9008060",,"-75.47746087","5.850725862",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,ABEJORRAL
"4905","9008413",,"-75.49634325","5.689627238",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,ABEJORRAL
"4940","9008530",,"-75.90288305","5.614583187",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,ANDES
"4932","9008509",,"-75.87724132","5.663506758",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,ANDES
"4874","9008308",,"-75.89126357","5.738013086",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,ANDES
"4977","9008658",,"-75.8758091","5.577900079",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,ANDES
"4177","9006110",,"-75.33201929","6.877717098",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"4186","9006153",,"-75.27930682","6.893422972",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"4153","9006016",,"-75.32924071","6.905476887",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"4138","9005950",,"-75.30330572","6.939522698",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"4123","9005875",,"-75.29553115","6.96370126",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"4214","9006273",,"-75.35549869","6.801858853",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANGOSTURA
"1054","9005262",RÃO PORCE,"-74.90017556","7.3393623",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,ANORÍ
"3931","9005154",,"-75.10099673","7.363316047",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3927","9005145",,"-75.14636069","7.37275213",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"1521","9005253",RÃO NECHÃ,"-75.03419348","7.339188099",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3932","9005160",,"-74.98232926","7.366703942",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"1520","9005099",RÃO NECHÃ,"-74.99278736","7.389892511",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"4025","9005552",,"-75.05797077","7.212340468",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3981","9005421",,"-75.19342197","7.223452568",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3970","9005366",,"-75.21455189","7.239936427",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3964","9005332",,"-75.21268819","7.250175267",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3950","9005281",,"-75.073741","7.285971167",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3962","9005323",,"-75.18504687","7.301056506",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"4130","9005920",,"-75.22434939","6.973427884",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"4079","9005729",,"-75.20465067","7.03579143",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"4076","9005724",,"-75.24767913","7.0556452",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"4045","9005631",,"-75.29039797","7.145172773",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"3982","9005424",,"-75.27026927","7.240823947",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,ANORÍ
"1351","9007225",RÃO CAUCA,"-75.84150523","6.264962417",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ANZÁ
"1350","9007172",RÃO CAUCA,"-75.86826886","6.284276897",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ANZÁ
"4907","9008417",,"-75.07008546","5.664194588",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),ARGELIA
"4903","9008411",,"-75.10619475","5.684240498",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),ARGELIA
"1352","9007272",RÃO CAUCA,"-75.85519623","6.232451301",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,ARMENIA
"4581","9007502",,"-75.85458334","6.102083337",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,ARMENIA
"4582","9007503",,"-75.82884396","6.102358787",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,ARMENIA
"4890","9008364",,"-75.92125325","5.700150419",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,BETANIA
"4832","9008203",,"-75.90820541","5.762741642",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,BETANIA
"4544","9007387",,"-75.93108928","6.173266809",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,BETULIA
"4534","9007348",,"-75.94522687","6.194034355",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,BETULIA
"4532","9007342",,"-75.88295025","6.205899932",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,BETULIA
"4793","9008091",,"-75.97034144","5.832400648",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,CIUDAD BOLÍVAR
"1329","9005783",RÃO CAUCA,"-75.66830493","7.04593359",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,BRICEÑO
"1320","9005433",RÃO CAUCA,"-75.50200847","7.223617928",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,BRICEÑO
"1336","9006272",RÃO CAUCA,"-75.89156969","6.780826362",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,BURITICÁ
"1334","9006068",RÃO CAUCA,"-75.87336114","6.862787469",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,BURITICÁ
"3919","9005103",,"-75.07991048","7.404112227",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CÁCERES
"3897","9005026",,"-75.07269228","7.445708736",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CÁCERES
"1519","9005096",RÃO NECHÃ,"-75.02260346","7.406025364",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CÁCERES
"1302","9004443",RÃO CAUCA,"-75.19886576","7.848238727",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,CÁCERES
"1306","9004699",RÃO CAUCA,"-75.3143327","7.627819865",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,CÁCERES
"1309","9004806",RÃO CAUCA,"-75.27934293","7.59593506",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,CÁCERES
"1304","9004680",RÃO CAUCA,"-75.2421571","7.670887058",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,CÁCERES
"1308","9004739",RÃO CAUCA,"-75.3559135","7.577104275",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,CÁCERES
"3774","9004439",,"-75.44738219","7.740673805",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,CÁCERES
"1305","9004698",RÃO CAUCA,"-75.35876635","7.610372629",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,CÁCERES
"3767","9004417",,"-75.32636604","7.830499692",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,CÁCERES
"1303","9004614",RÃO CAUCA,"-75.27129876","7.703171111",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,CÁCERES
"1307","9004715",RÃO CAUCA,"-75.3452988","7.58727644",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,CÁCERES
"3792","9004522",,"-75.10470038","7.715595891",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),CÁCERES
"3789","9004509",,"-75.07417893","7.706726173",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),CÁCERES
"4099","9005777",,"-75.22323811","7.021995022",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CAMPAMENTO
"4115","9005849",,"-75.26229343","6.996917777",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CAMPAMENTO
"4066","9005688",,"-75.29654277","7.066336711",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CAMPAMENTO
"1492","9007256",RÃO NARE,"-74.66001055","6.325223773",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,CARACOLÍ
"4426","9006968",,"-74.78946295","6.401543148",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,CARACOLÍ
"4606","9007592",,"-75.38177693","6.102693392",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,EL CARMEN DE VIBORAL
"4291","9006532",,"-75.28324733","6.712591106",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,CAROLINA
"4206","9006249",,"-75.30807962","6.800134785",ANTIOQUIA,Magdalena Cauca,Nechí,Alto Nechí,CAROLINA
"3875","9004954",,"-76.64686894","7.473076966",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3869","9004933",,"-76.61994004","7.477478447",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3841","9004766",,"-76.68245486","7.565380061",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3810","9004582",,"-76.62677992","7.670580824",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3814","9004593",,"-76.68955013","7.702477679",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3807","9004577",,"-76.60386466","7.705691745",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3840","9004765",,"-76.78356528","7.64288437",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"3759","9004395",,"-76.81708334","7.768333336",ANTIOQUIA,Caribe,Caribe - Litoral,Río León,CHIGORODÓ
"4635","9007666",,"-75.09841086","6.03094325",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,COCORNÁ
"4640","9007676",,"-75.17912375","6.034549386",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,COCORNÁ
"4690","9007826",,"-75.12612893","5.939115476",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,COCORNÁ
"4689","9007825",,"-75.16502242","5.972773718",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,COCORNÁ
"4487","9007164",,"-75.19537267","6.286454293",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,CONCEPCIÓN
"4573","9007490",,"-75.84653943","6.16194308",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,CONCORDIA
"4589","9007515",,"-75.87431578","6.101825038",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,CONCORDIA
"4671","9007780",,"-75.85359222","5.95647437",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,CONCORDIA
"4670","9007779",,"-75.83771451","5.982647695",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,CONCORDIA
"4354","9006740",,"-75.33914481","6.541817135",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,DONMATÍAS
"4398","9006861",,"-75.27652095","6.491117936",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,DONMATÍAS
"3877","9004964",,"-74.74973734","7.459798114",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3886","9004982",,"-74.73231548","7.450349005",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3878","9004965",,"-74.71769673","7.464021459",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3891","9005006",,"-74.71226688","7.4429476",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3915","9005094",,"-74.59163235","7.400878483",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3903","9005047",,"-74.56898006","7.422222072",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3768","9004418",,"-74.55198117","7.770359726",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3750","9004328",,"-74.57600091","7.805018862",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1377","9004832",RÃO NECHÃ,"-74.75389019","7.583648196",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1058","9004832",ANTIGUO CAUCE RÃO NECHÃ,"-74.75389019","7.583648196",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1057","9004662",ANTIGUO CAUCE RÃO NECHÃ,"-74.73204394","7.654034159",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1372","9004463",RÃO NECHÃ,"-74.77511564","7.726226799",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1371","9004456",RÃO NECHÃ,"-74.78793405","7.741314294",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3776","9004448",,"-74.64741462","7.744296602",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3771","9004429",,"-74.7153061","7.763602685",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"1370","9004401",RÃO NECHÃ,"-74.75563819","7.778175575",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"3778","9004452",,"-74.74617174","7.738816939",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),EL BAGRE
"4320","9006629",,"-75.52446345","6.569449488",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,ENTRERRÍOS
"4349","9006727",,"-75.47896694","6.542376976",ANTIOQUIA,Magdalena Cauca,Nechí,Río Porce,ENTRERRÍOS
"4840","9008218",,"-75.63276402","5.759444782",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,FREDONIA
"4199","9006197",,"-76.13045147","6.812756254",ANTIOQUIA,Caribe,Atrato - Darién,Río Sucio,FRONTINO
"4290","9006531",,"-76.08730327","6.728049625",ANTIOQUIA,Caribe,Atrato - Darién,Río Sucio,FRONTINO
"4344","9006708",,"-76.32939357","6.53138915",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4311","9006597",,"-76.40732848","6.634255485",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4270","9006443",,"-76.40569757","6.723056634",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4281","9006490",,"-76.33460547","6.681351427",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4300","9006557",,"-76.52203489","6.663864451",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"1623","9006752",RÃO MURRÃ,"-76.50595871","6.537933227",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4312","9006599",,"-76.52660224","6.601053909",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4305","9006577",,"-76.51465766","6.606955689",ANTIOQUIA,Caribe,Atrato - Darién,Río Murrí,FRONTINO
"4618","9007623",,"-75.14110133","6.064309129",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,GRANADA
"4631","9007661",,"-75.07439731","6.07370649",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,GRANADA
"4535","9007356",,"-75.39970794","6.221218294",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,GUARNE
"4826","9008185",,"-75.90515801","5.811084301",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,HISPANIA
"1327","9005704",RÃO CAUCA,"-75.78982836","7.060519849",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"1324","9005641",RÃO CAUCA,"-75.67008756","7.1102514",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"3985","9005432",,"-75.58379389","7.258780004",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"1323","9005539",RÃO CAUCA,"-75.61303461","7.165847652",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"1322","9005538",RÃO CAUCA,"-75.69205272","7.176939594",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"3983","9005427",,"-75.73558187","7.232500644",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"3984","9005429",,"-75.77945274","7.210732416",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"3967","9005360",,"-75.82040954","7.247921233",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"4009","9005502",,"-75.84357398","7.194480502",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,ITUANGO
"3900","9005041",,"-75.64659283","7.426104628",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3920","9005114",,"-75.64535849","7.399987182",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3864","9004914",,"-75.63259702","7.485436213",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3896","9005025",,"-75.62482373","7.454865821",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3867","9004923",,"-75.58695592","7.484976029",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3892","9005012",,"-75.67671962","7.522027976",ANTIOQUIA,Magdalena Cauca,Cauca,Río Taraza - Río Man,ITUANGO
"3952","9005283",,"-75.97458573","7.308492815",ANTIOQUIA,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,ITUANGO
"3933","9005169",,"-75.96657016","7.355213913",ANTIOQUIA,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,ITUANGO
"3937","9005194",,"-75.96238633","7.331867073",ANTIOQUIA,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,ITUANGO
"3959","9005315",,"-76.18465026","7.277621049",ANTIOQUIA,Caribe,Sinú,Alto Sinú - Urrá,ITUANGO
"3963","9005328",,"-76.14659518","7.274513541",ANTIOQUIA,Caribe,Sinú,Alto Sinú - Urrá,ITUANGO
"3968","9005362",,"-76.13253155","7.240915534",ANTIOQUIA,Caribe,Sinú,Alto Sinú - Urrá,ITUANGO
"3974","9005393",,"-76.1464503","7.234397514",ANTIOQUIA,Caribe,Sinú,Alto Sinú - Urrá,ITUANGO
"4819","9008172",,"-75.73811004","5.803270097",ANTIOQUIA,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,JERICÓ
"4824","9008180",,"-75.67789994","5.808000734",ANTIOQUIA,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,JERICÓ
"4850","9008240",,"-75.61069093","5.74650314",ANTIOQUIA,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,LA PINTADA
"4706","9007856",,"-75.38024644","5.934860224",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,LA UNIÓN
"4730","9007932",,"-75.40480639","5.900092641",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,LA UNIÓN
"4412","9006932",,"-74.72682797","6.428480898",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,MACEO
"4416","9006943",,"-74.72413603","6.394485249",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,MACEO
"4299","9006548",,"-74.61230382","6.63795218",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,MACEO
"4369","9006777",,"-74.6816289","6.50026034",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,MACEO
"4540","9007382",,"-75.33810134","6.174604422",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,MARINILLA
"4749","9007980",,"-75.53498184","5.868924028",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,MONTEBELLO
"4750","9007981",,"-75.51144571","5.866956158",ANTIOQUIA,Magdalena Cauca,Cauca,Río Arma,MONTEBELLO
"4965","9008624",,"-75.15477224","5.574783928",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),NARIÑO
"4964","9008619",,"-75.09296623","5.616875569",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),NARIÑO
"4906","9008416",,"-75.09137421","5.668111091",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río La Miel (Samaná),NARIÑO
"1298","9003936",RÃO CAUCA,"-74.86989782","8.050414528",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,NECHÍ
"1363","9003825",RÃO NECHÃ,"-74.7570216","8.087847116",ANTIOQUIA,Magdalena Cauca,Cauca,Directos al Cauca entre Pto Valdivia y Río Nechí,NECHÍ
"1293","9003714",RÃO CAUCA,"-74.81046257","8.160821635",ANTIOQUIA,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,NECHÍ
"3703","9004125",,"-74.8253107","7.910599129",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),NECHÍ
"1367","9004096",RÃO NECHÃ,"-74.81949147","7.928884539",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),NECHÍ
"1366","9004070",RÃO NECHÃ,"-74.81712136","7.949781378",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),NECHÍ
"1365","9004014",RÃO NECHÃ,"-74.79377383","8.016104458",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),NECHÍ
"3714","9004197",,"-74.8850621","7.909590078",ANTIOQUIA,Magdalena Cauca,Nechí,Directos al Bajo Nechí (mi),NECHÍ
"1369","9004400",RÃO NECHÃ,"-74.79938336","7.844715261",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),NECHÍ
"1368","9004098",RÃO NECHÃ,"-74.7447896","7.946572053",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),NECHÍ
"1364","9003910",RÃO NECHÃ,"-74.72108517","8.047435055",ANTIOQUIA,Magdalena Cauca,Nechí,Bajo Nechí (md),NECHÍ
"4528","9007331",,"-75.26010602","6.240526329",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Río Nare,PEÑOL
"1330","9005794",RÃO CAUCA,"-75.85379628","7.012760087",ANTIOQUIA,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,PEQUE
"4762","9008017",,"-75.90871418","5.876251864",ANTIOQUIA,Magdalena Cauca,Cauca,Río San Juan,PUEBLORRICO
"2189","9007116",RÃO MAGDALENA,"-74.47111918","6.312201736",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Directos al Magdalena Medio entre ríos Negro,PUERTO BERRÍO
"1067","9006475",RÃO SAN BARTOLO,"-74.43242309","6.715779017",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2180","9006588",RÃO MAGDALENA,"-74.41850034","6.605245477",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"1068","9006570",RÃO SAN BARTOLO,"-74.38291461","6.631502199",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2177","9006570",RÃO MAGDALENA,"-74.38291461","6.631502199",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"1066","9006474",RÃO SAN BARTOLO,"-74.39724858","6.658229035",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2185","9006853",RÃO MAGDALENA,"-74.47195096","6.45214817",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2184","9006790",RÃO MAGDALENA,"-74.39918597","6.507414174",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2183","9006709",RÃO MAGDALENA,"-74.44806832","6.538960145",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2186","9006933",RÃO MAGDALENA,"-74.3837627","6.436659583",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"4370","9006778",,"-74.61567364","6.556370045",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"4382","9006814",,"-74.6459117","6.468050174",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2190","9007125",RÃO MAGDALENA,"-74.54939649","6.353955899",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,PUERTO BERRÍO
"2197","9007440",RÃO MAGDALENA,"-74.63863757","6.140180046",ANTIOQUIA,Magdalena Cauca,Medio Magdalena,Directos Magdalena Medio entre ríos La Miel y Nare,PUERTO NARE
